Prompt_Type,Step_Index,Mean_Mode_Activation_Shift,Mean_Grounded_Deviation,Mean_Top_Occupation,Mean_Mass,Mean_Z,Mean_Gamma,Mean_Confidence
grounded_factual,0,1.3352236325005526,-6.252776074688882e-15,128.8320696258545,0.11060949303209781,21.75352144241333,1.1805049121379851,0.3207053475081921
grounded_factual,1,1.4714229443761062,1.1368683772161603e-15,129.23667251586915,0.10846951827406884,20.358975458145142,1.237731659412384,0.7603972285985947
grounded_factual,2,1.6058382494794685,3.9790393202565614e-15,130.12684928894043,0.1056725487112999,19.20447087287903,1.2311859101057052,0.8348721668124199
grounded_factual,3,1.6749074209893595,1.1368683772161603e-15,131.74452926635743,0.1080496858805418,20.021104097366333,1.1325043976306914,0.7373489588499069
grounded_factual,4,1.6870421020845416,-3.4106051316484808e-15,132.0002470397949,0.11068898774683475,21.272675800323487,1.053159236907959,0.7944385662674904
grounded_factual,5,1.841899519648637,3.4106051316484808e-15,135.7598676300049,0.11063731722533703,21.631757307052613,1.1030537009239196,0.7387582927942276
grounded_factual,6,2.0880530880930364,-4.547473508864641e-15,138.0999201965332,0.11172488406300544,21.12259922027588,1.1182969003915786,0.86041564270854
grounded_factual,7,1.9538958198370882,0.0,137.53010520935058,0.10661980882287025,20.03121852874756,1.1190481781959534,0.7869283214211464
hallucination_prone,0,0.45597106817462524,-13.872554931640632,114.95951469421387,0.11143262274563312,20.925268173217773,1.2509690940380096,0.1949222542345524
hallucination_prone,1,0.4734360256599732,-14.49554588317871,114.74112663269042,0.11336968094110489,21.94106454849243,1.3238124907016755,0.3889259906485677
hallucination_prone,2,0.4674997408086904,-15.44042114257812,114.6864281463623,0.10961636565625668,20.144761657714845,1.3478176712989807,0.7304937053471804
hallucination_prone,3,0.46069406451010186,-16.588986434936523,115.1555428314209,0.11224904730916023,20.637042427062987,1.2969744205474854,0.7990567564964295
hallucination_prone,4,0.47982456556358405,-16.791995468139653,115.20825157165527,0.11214881278574466,21.059986877441407,1.2252890110015868,0.8583843011409045
hallucination_prone,5,0.5336408588419208,-16.921376037597653,118.83849159240722,0.11372090764343738,21.0744348526001,1.2771871089935303,0.7151759780943394
hallucination_prone,6,0.5588225273715801,-17.293809738159183,120.80611045837402,0.11423134058713913,21.921820974349977,1.2802263021469116,0.674936692416668
hallucination_prone,7,0.5672895879606255,-16.050524368286133,121.47958084106445,0.1098417554050684,21.269633293151855,1.264424341917038,0.7934954762458801
stylistic_continuation,0,0.6216863202887123,-9.267458877563483,119.56461074829102,0.10922203063964844,20.671991443634035,1.1276272654533386,0.31108231842517853
stylistic_continuation,1,0.6382143948706338,-9.853814849853514,119.38285766601562,0.10849909707903863,21.94928503036499,1.179838728904724,0.2867633834481239
stylistic_continuation,2,0.6629863525601575,-9.52041221618652,120.6064370727539,0.11630147323012352,23.70707550048828,1.1465343832969666,0.4301267139613628
stylistic_continuation,3,0.589305180306966,-10.554814910888672,121.18971435546875,0.11375747323036194,21.99829511642456,1.0889768779277802,0.4035178370773792
stylistic_continuation,4,0.5634802969160025,-11.33430038452149,120.66594665527344,0.11922710314393044,26.21777935028076,1.0578545928001404,0.3361716717481613
stylistic_continuation,5,0.6349813394116711,-10.93736778259277,124.8224998474121,0.1114340141415596,22.08158721923828,1.04549241065979,0.5001252233982086
stylistic_continuation,6,0.8445518655675002,-10.235296020507818,127.86462417602539,0.11131965816020965,22.197270774841307,1.025574654340744,0.6522808134555816
stylistic_continuation,7,0.9143566529738255,-8.837291946411133,128.69281326293947,0.10850040763616561,20.275304126739503,1.0083302021026612,0.5137399762868882
