Prompt_Type,Step_Index,Mean_Mode_Activation_Shift,Mean_Grounded_Deviation,Mean_Top_Occupation,Mean_Mass,Mean_Z,Mean_Gamma,Mean_Confidence
grounded_factual,0,1.044228827463286,-5.684341886080802e-16,64.35789684295655,0.12418656319379806,12.913929286003112,0.7896423530578613,0.2974657088518143
grounded_factual,1,0.9774077539703362,-1.4210854715202005e-15,64.03419132232666,0.12219802081584931,13.425392608642579,0.7841880398988724,0.5484592705965042
grounded_factual,2,0.8897174290721811,1.4210854715202005e-15,64.01561679840088,0.12912341602146626,13.637182197570802,0.7852950811386108,0.7391220435500145
grounded_factual,3,0.856508889700204,0.0,64.05281848907471,0.1464416939765215,13.104646506309509,0.7569410109519958,0.8174084074795246
grounded_factual,4,0.9699086952476237,1.4210854715202005e-15,64.20117750167847,0.1333474712073803,14.929101314544678,0.7308798110485077,0.8335451737046242
grounded_factual,5,1.0576112229898436,2.842170943040401e-15,63.80516691207886,0.11874775230884552,14.94607479095459,0.7192332977056504,0.7166488334536553
grounded_factual,6,1.1068897358445633,-2.2737367544323206e-15,63.85799575805664,0.11800931349396705,14.766644687652589,0.7835407632589341,0.8100745067000389
grounded_factual,7,1.1914005438851978,-2.842170943040401e-16,63.36549350738525,0.1415679347515106,13.493203973770141,0.7872688400745392,0.8433015927672386
hallucination_prone,0,0.7110122779110707,-3.74305103302002,60.614845809936526,0.10693549603223801,12.5623801612854,0.9118835437297821,0.25183718651533127
hallucination_prone,1,0.6831195493385331,-3.867637405395509,60.16655391693115,0.10874308928847314,13.081308708190917,0.9685829997062683,0.40283719170838594
hallucination_prone,2,0.6439331514711811,-4.402574768066405,59.61304203033447,0.11205940693616867,13.068962841033935,0.9668799793720245,0.8118188597261906
hallucination_prone,3,0.6793639314779439,-4.673034324645996,59.37978416442871,0.10421799451112747,12.165087966918945,0.932976233959198,0.6759933546185494
hallucination_prone,4,0.6324281804668257,-5.393697204589842,58.807480297088624,0.09465190380811692,13.332910289764405,0.9167359888553619,0.6968180283904075
hallucination_prone,5,0.6638043452399827,-5.338995475769041,58.466171436309814,0.10498476810753346,14.80924111366272,0.9146695989370346,0.7712463609874248
hallucination_prone,6,0.6594161524695378,-5.15176675796509,58.706229000091554,0.09707672595977783,13.383590960502625,0.9581472539901733,0.6989401161670685
hallucination_prone,7,0.6935223584938774,-4.501042423248291,58.86445108413696,0.1220536095649004,14.559593238830566,0.9660342693328857,0.7018823243677617
stylistic_continuation,0,0.9428278176322502,-0.8440497207641607,63.51384712219238,0.14276993602514268,14.604322452545166,0.8202636432647705,0.5318922460079193
stylistic_continuation,1,1.0267023933279247,-0.5766437911987319,63.45754753112793,0.11155454903841018,14.439439468383789,0.8395857214927673,0.40963918417692186
stylistic_continuation,2,1.0311883431103759,-0.5183008956909165,63.497315902709964,0.1397964482009411,14.193393516540528,0.8066086387634277,0.640108197927475
stylistic_continuation,3,0.98747786619655,-0.8017111587524414,63.25110733032226,0.1288426510989666,14.868629417419434,0.7964633178710937,0.6711921229958534
stylistic_continuation,4,0.943842702757451,-1.1182932090759263,63.082884292602536,0.11597812861204147,14.800156650543213,0.800097999572754,0.522696030139923
stylistic_continuation,5,1.0070229863914006,-0.5913129234313936,63.21385398864746,0.13164770379662513,15.239078865051269,0.770514862537384,0.7157015174627304
stylistic_continuation,6,0.9748829000366424,-0.47287773132324445,63.3851180267334,0.12806937158107756,15.283122081756591,0.7425087285041809,0.7616855770349502
stylistic_continuation,7,1.0466147224742308,-0.516509819030762,62.848983688354494,0.1104122494161129,13.484735260009765,0.7300160622596741,0.6146837502717972
